id,context,question,answer,answer_start
40,"PT Bank Central Asia (BCA) mencatatkan laba bersih sebesar Rp30 triliun pada tahun 2023.","Berapa laba bersih PT Bank Central Asia (BCA) pada tahun 2023?","Rp30 triliun",43
41,"Industri otomotif Indonesia memproduksi 1,2 juta unit kendaraan pada tahun 2023, meningkat dari 1 juta unit tahun sebelumnya.","Berapa jumlah produksi kendaraan industri otomotif Indonesia pada tahun 2023?","1,2 juta unit",45
42,"Pasar properti residensial di Indonesia menunjukkan pertumbuhan 7% pada tahun 2023, didorong oleh permintaan rumah tapak.","Berapa pertumbuhan pasar properti residensial di Indonesia pada tahun 2023?","7%",52
43,"Pemerintah Indonesia akan meluncurkan program investasi hijau senilai Rp20 triliun pada tahun 2024.","Berapa nilai program investasi hijau yang akan diluncurkan pada tahun 2024?","Rp20 triliun",57
44,"Sektor pertambangan menyumbang 10% terhadap PDB Indonesia pada tahun 2023, didorong oleh ekspor batu bara dan nikel.","Berapa kontribusi sektor pertambangan terhadap PDB Indonesia pada tahun 2023?","10%",40
45,"PT Bank Mandiri mencatat pertumbuhan kredit sebesar 12% pada tahun 2023, didorong oleh kredit konsumsi dan investasi.","Berapa pertumbuhan kredit PT Bank Mandiri pada tahun 2023?","12%",52
46,"Investasi pemerintah dalam proyek pembangunan ibu kota baru mencapai Rp150 triliun pada tahun 2023.","Berapa investasi pemerintah dalam proyek pembangunan ibu kota baru pada tahun 2023?","Rp150 triliun",56
47,"Jumlah simpanan masyarakat di perbankan Indonesia mencapai Rp6.000 triliun pada tahun 2023, meningkat 10% dari tahun sebelumnya.","Berapa jumlah simpanan masyarakat di perbankan Indonesia pada tahun 2023?","Rp6.000 triliun",41
48,"Pemerintah Indonesia akan menerapkan pajak karbon sebesar Rp30.000 per ton CO2 pada tahun 2024.","Berapa pajak karbon yang akan diterapkan pada tahun 2024?","Rp30.000 per ton CO2",57
49,"Pada tahun 2023, sektor logistik Indonesia tumbuh sebesar 8%, didorong oleh peningkatan e-commerce dan transportasi barang.","Berapa pertumbuhan sektor logistik Indonesia pada tahun 2023?","8%",48
50,"Pemerintah Indonesia akan memberikan insentif pajak untuk investasi di sektor energi terbarukan mulai tahun 2024.","Untuk apa insentif pajak diberikan mulai tahun 2024?","investasi di sektor energi terbarukan",36
51,"Menabung 20% dari penghasilan bulanan adalah salah satu cara efektif untuk mengatur keuangan.","Berapa persen dari penghasilan bulanan yang disarankan untuk ditabung?","20%",8
52,"Membuat anggaran bulanan membantu dalam mengendalikan pengeluaran dan meningkatkan tabungan.","Apa yang membantu dalam mengendalikan pengeluaran dan meningkatkan tabungan?","Membuat anggaran bulanan",0
53,"Investasi dalam dana darurat sebaiknya mencakup biaya hidup selama 3 hingga 6 bulan.","Berapa lama biaya hidup yang sebaiknya dicakup oleh dana darurat?","3 hingga 6 bulan",52
54,"Membayar utang dengan bunga tinggi terlebih dahulu dapat mengurangi beban keuangan secara signifikan.","Apa yang dapat mengurangi beban keuangan secara signifikan?","Membayar utang dengan bunga tinggi terlebih dahulu",0
55,"Diversifikasi investasi adalah strategi yang baik untuk mengurangi risiko keuangan.","Apa strategi yang baik untuk mengurangi risiko keuangan?","Diversifikasi investasi",0
56,"Melacak pengeluaran harian membantu memahami kebiasaan belanja dan menemukan area penghematan.","Apa yang membantu memahami kebiasaan belanja dan menemukan area penghematan?","Melacak pengeluaran harian",0
57,"Menyisihkan uang untuk tujuan jangka panjang seperti pensiun sangat penting untuk keamanan finansial di masa depan.","Apa yang sangat penting untuk keamanan finansial di masa depan?","Menyisihkan uang untuk tujuan jangka panjang seperti pensiun",0
58,"Memiliki asuransi kesehatan dapat melindungi dari biaya medis yang tidak terduga.","Apa yang dapat melindungi dari biaya medis yang tidak terduga?","Memiliki asuransi kesehatan",0
59,"Membuat daftar prioritas keuangan membantu dalam membuat keputusan pengeluaran yang lebih bijak.","Apa yang membantu dalam membuat keputusan pengeluaran yang lebih bijak?","Membuat daftar prioritas keuangan",0
60,"Memanfaatkan teknologi seperti aplikasi pengelola keuangan dapat membantu memantau pengeluaran dan tabungan.","Apa yang dapat membantu memantau pengeluaran dan tabungan?","Memanfaatkan teknologi seperti aplikasi pengelola keuangan",0
61,"Membayar tagihan tepat waktu dapat menghindari denda dan meningkatkan skor kredit.","Apa yang dapat menghindari denda dan meningkatkan skor kredit?","Membayar tagihan tepat waktu",0
62,"Memiliki beberapa sumber penghasilan dapat memberikan keamanan finansial yang lebih baik.","Apa yang dapat memberikan keamanan finansial yang lebih baik?","Memiliki beberapa sumber penghasilan",0
63,"Menyimpan uang di rekening tabungan dengan bunga tinggi dapat meningkatkan pertumbuhan tabungan.","Apa yang dapat meningkatkan pertumbuhan tabungan?","Menyimpan uang di rekening tabungan dengan bunga tinggi",0
64,"Menyusun rencana keuangan tahunan dapat membantu mencapai tujuan finansial jangka panjang.","Apa yang dapat membantu mencapai tujuan finansial jangka panjang?","Menyusun rencana keuangan tahunan",0
65,"Menghindari utang konsumtif dapat menjaga stabilitas keuangan pribadi.","Apa yang dapat menjaga stabilitas keuangan pribadi?","Menghindari utang konsumtif",0
66,"Membuat catatan pengeluaran mingguan membantu mengidentifikasi kebocoran keuangan.","Apa yang membantu mengidentifikasi kebocoran keuangan?","Membuat catatan pengeluaran mingguan",0
67,"Menyisihkan dana untuk investasi saham dapat memberikan imbal hasil yang lebih tinggi dalam jangka panjang.","Apa yang dapat memberikan imbal hasil yang lebih tinggi dalam jangka panjang?","Menyisihkan dana untuk investasi saham",0
68,"Memiliki rencana pensiun yang baik sangat penting untuk masa depan yang aman secara finansial.","Apa yang sangat penting untuk masa depan yang aman secara finansial?","Memiliki rencana pensiun yang baik",0
69,"Menggunakan kartu kredit dengan bijak dan membayar penuh setiap bulan dapat meningkatkan skor kredit.","Apa yang dapat meningkatkan skor kredit?","Menggunakan kartu kredit dengan bijak dan membayar penuh setiap bulan",0
70,"Mengikuti kursus keuangan pribadi dapat meningkatkan pemahaman dan keterampilan mengelola uang.","Apa yang dapat meningkatkan pemahaman dan keterampilan mengelola uang?","Mengikuti kursus keuangan pribadi",0
71,"Membuat anggaran belanja bulanan membantu mengendalikan pengeluaran dan menabung lebih banyak.","Apa yang membantu mengendalikan pengeluaran dan menabung lebih banyak?","Membuat anggaran belanja bulanan",0
72,"Menjaga rasio utang terhadap penghasilan di bawah 30% dapat meningkatkan kesehatan finansial.","Apa yang dapat meningkatkan kesehatan finansial?","Menjaga rasio utang terhadap penghasilan di bawah 30%",0
73,"Berinvestasi dalam properti bisa menjadi cara yang baik untuk meningkatkan aset jangka panjang.","Apa yang bisa menjadi cara yang baik untuk meningkatkan aset jangka panjang?","Berinvestasi dalam properti",0
74,"Menyisihkan uang untuk dana darurat bisa memberikan perlindungan finansial saat terjadi kejadian tak terduga.","Apa yang bisa memberikan perlindungan finansial saat terjadi kejadian tak terduga?","Menyisihkan uang untuk dana darurat",0
75,"Memiliki tujuan keuangan yang jelas dapat memotivasi untuk menabung dan berinvestasi secara teratur.","Apa yang dapat memotivasi untuk menabung dan berinvestasi secara teratur?","Memiliki tujuan keuangan yang jelas",0
76,"Melakukan review keuangan secara berkala membantu mengevaluasi dan menyesuaikan strategi keuangan.","Apa yang membantu mengevaluasi dan menyesuaikan strategi keuangan?","Melakukan review keuangan secara berkala",0
77,"Mengikuti perkembangan pasar keuangan dapat membantu membuat keputusan investasi yang lebih baik.","Apa yang dapat membantu membuat keputusan investasi yang lebih baik?","Mengikuti perkembangan pasar keuangan",0
78,"Memahami perbedaan antara aset dan liabilitas penting untuk manajemen keuangan yang efektif.","Apa yang penting untuk manajemen keuangan yang efektif?","Memahami perbedaan antara aset dan liabilitas",0
79,"Menyusun rencana pelunasan utang yang terstruktur dapat membantu melunasi utang lebih cepat.","Apa yang dapat membantu melunasi utang lebih cepat?","Menyusun rencana pelunasan utang yang terstruktur",0
80,"Menghindari pembelian impulsif dapat menjaga anggaran tetap stabil dan menambah tabungan.","Apa yang dapat menjaga anggaran tetap stabil dan menambah tabungan?","Menghindari pembelian impulsif",0
81,"Memanfaatkan promo dan diskon bisa menghemat pengeluaran dan meningkatkan tabungan.","Apa yang bisa menghemat pengeluaran dan meningkatkan tabungan?","Memanfaatkan promo dan diskon",0
82,"Membuat catatan pemasukan dan pengeluaran harian membantu memahami kondisi keuangan secara real-time.","Apa yang membantu memahami kondisi keuangan secara real-time?","Membuat catatan pemasukan dan pengeluaran harian",0
83,"Menggunakan aplikasi pengelola keuangan dapat mempermudah pelacakan dan analisis pengeluaran.","Apa yang dapat mempermudah pelacakan dan analisis pengeluaran?","Menggunakan aplikasi pengelola keuangan",0
84,"Berinvestasi dalam reksa dana bisa memberikan diversifikasi portofolio dengan risiko yang terukur.","Apa yang bisa memberikan diversifikasi portofolio dengan risiko yang terukur?","Berinvestasi dalam reksa dana",0
85,"Menetapkan batas pengeluaran bulanan dapat mencegah kebiasaan belanja yang berlebihan.","Apa yang dapat mencegah kebiasaan belanja yang berlebihan?","Menetapkan batas pengeluaran bulanan",0
86,"Memiliki asuransi jiwa penting untuk memberikan perlindungan finansial bagi keluarga.","Apa yang penting untuk memberikan perlindungan finansial bagi keluarga?","Memiliki asuransi jiwa",0
87,"Menabung untuk dana pendidikan anak sejak dini dapat mengurangi beban keuangan di masa depan.","Apa yang dapat mengurangi beban keuangan di masa depan?","Menabung untuk dana pendidikan anak sejak dini",0
88,"Menyisihkan uang untuk liburan secara teratur dapat membantu mengatur keuangan dengan lebih baik.","Apa yang dapat membantu mengatur keuangan dengan lebih baik?","Menyisihkan uang untuk liburan secara teratur",0
89,"Berinvestasi dalam obligasi pemerintah bisa memberikan pendapatan yang stabil dan relatif aman.","Apa yang bisa memberikan pendapatan yang stabil dan relatif aman?","Berinvestasi dalam obligasi pemerintah",0
90,"Membuat target tabungan bulanan dapat memotivasi untuk menabung secara konsisten.","Apa yang dapat memotivasi untuk menabung secara konsisten?","Membuat target tabungan bulanan",0
91,"Mengurangi penggunaan kartu kredit dapat membantu mengendalikan pengeluaran dan menghindari utang.","Apa yang dapat membantu mengendalikan pengeluaran dan menghindari utang?","Mengurangi penggunaan kartu kredit",0
92,"Memahami dan membandingkan produk keuangan seperti asuransi dan kredit penting untuk membuat pilihan yang tepat.","Apa yang penting untuk membuat pilihan yang tepat?","Memahami dan membandingkan produk keuangan seperti asuransi dan kredit",0
93,"Mengikuti aturan 50/30/20 dalam pengelolaan keuangan membantu menjaga keseimbangan antara kebutuhan, keinginan, dan tabungan.","Apa yang membantu menjaga keseimbangan antara kebutuhan, keinginan, dan tabungan?","Mengikuti aturan 50/30/20 dalam pengelolaan keuangan",0
94,"Meninjau ulang dan menegosiasikan kembali biaya langganan bulanan dapat mengurangi pengeluaran.","Apa yang dapat mengurangi pengeluaran?","Meninjau ulang dan menegosiasikan kembali biaya langganan bulanan",0
95,"Membuat cadangan anggaran untuk pengeluaran tak terduga membantu menjaga stabilitas keuangan.","Apa yang membantu menjaga stabilitas keuangan?","Membuat cadangan anggaran untuk pengeluaran tak terduga",0
96,"Memahami konsep bunga majemuk dapat membantu dalam membuat keputusan investasi yang lebih bijak.","Apa yang dapat membantu dalam membuat keputusan investasi yang lebih bijak?","Memahami konsep bunga majemuk",0
97,"Menggunakan metode amplop untuk anggaran bisa membantu mengatur pengeluaran harian dan bulanan.","Apa yang bisa membantu mengatur pengeluaran harian dan bulanan?","Menggunakan metode amplop untuk anggaran",0
98,"Menyisihkan uang kembalian setiap kali belanja bisa menjadi cara sederhana untuk menabung.","Apa yang bisa menjadi cara sederhana untuk menabung?","Menyisihkan uang kembalian setiap kali belanja",0
99,"Menghindari berbelanja saat lapar atau emosional dapat mencegah pengeluaran yang tidak perlu.","Apa yang dapat mencegah pengeluaran yang tidak perlu?","Menghindari berbelanja saat lapar atau emosional",0
100,"Membeli barang bekas yang masih layak pakai bisa menghemat banyak uang.","Apa yang bisa menghemat banyak uang?","Membeli barang bekas yang masih layak pakai",0
101,"Menetapkan tujuan keuangan jangka pendek, menengah, dan panjang membantu dalam perencanaan keuangan yang lebih baik.","Apa yang membantu dalam perencanaan keuangan yang lebih baik?","Menetapkan tujuan keuangan jangka pendek, menengah, dan panjang",0
102,"Menyimpan uang di rekening terpisah untuk pengeluaran rutin dan darurat bisa menghindari penggunaan yang tidak perlu.","Apa yang bisa menghindari penggunaan yang tidak perlu?","Menyimpan uang di rekening terpisah untuk pengeluaran rutin dan darurat",0
103,"Meninjau dan mengurangi pengeluaran langganan yang jarang digunakan dapat menambah dana tabungan.","Apa yang dapat menambah dana tabungan?","Meninjau dan mengurangi pengeluaran langganan yang jarang digunakan",0
104,"Melakukan audit keuangan pribadi setiap bulan membantu menjaga kontrol atas keuangan.","Apa yang membantu menjaga kontrol atas keuangan?","Melakukan audit keuangan pribadi setiap bulan",0
105,"Menggunakan aplikasi pengelolaan keuangan membantu melacak pengeluaran dan membuat anggaran lebih efektif.","Apa yang membantu melacak pengeluaran dan membuat anggaran lebih efektif?","Menggunakan aplikasi pengelolaan keuangan",0
106,"Berinvestasi dalam pendidikan diri sendiri dapat meningkatkan peluang penghasilan di masa depan.","Apa yang dapat meningkatkan peluang penghasilan di masa depan?","Berinvestasi dalam pendidikan diri sendiri",0
107,"Membeli barang berkualitas dengan harga lebih tinggi bisa lebih ekonomis dalam jangka panjang dibandingkan membeli barang murah berkualitas rendah.","Apa yang bisa lebih ekonomis dalam jangka panjang?","Membeli barang berkualitas dengan harga lebih tinggi",0
108,"Menggunakan kartu debit untuk pengeluaran sehari-hari dapat membantu mengontrol pengeluaran dibandingkan kartu kredit.","Apa yang dapat membantu mengontrol pengeluaran dibandingkan kartu kredit?","Menggunakan kartu debit untuk pengeluaran sehari-hari",0
109,"Mencatat setiap pemasukan dan pengeluaran harian memberikan gambaran jelas tentang aliran keuangan.","Apa yang memberikan gambaran jelas tentang aliran keuangan?","Mencatat setiap pemasukan dan pengeluaran harian",0
110,"Mengikuti seminar atau workshop keuangan dapat menambah pengetahuan tentang pengelolaan keuangan yang baik.","Apa yang dapat menambah pengetahuan tentang pengelolaan keuangan yang baik?","Mengikuti seminar atau workshop keuangan",0
111,"Menyisihkan uang untuk amal atau donasi bisa memberikan dampak positif pada kesehatan mental dan kepuasan pribadi.","Apa yang bisa memberikan dampak positif pada kesehatan mental dan kepuasan pribadi?","Menyisihkan uang untuk amal atau donasi",0
112,"Menghindari penggunaan kartu kredit untuk pembelian impulsif dapat mencegah penumpukan utang.","Apa yang dapat mencegah penumpukan utang?","Menghindari penggunaan kartu kredit untuk pembelian impulsif",0
113,"Berbelanja dengan daftar belanja yang sudah disiapkan sebelumnya dapat mencegah pembelian yang tidak perlu.","Apa yang dapat mencegah pembelian yang tidak perlu?","Berbelanja dengan daftar belanja yang sudah disiapkan sebelumnya",0
114,"Menggunakan transportasi umum dibandingkan kendaraan pribadi bisa menghemat banyak pengeluaran.","Apa yang bisa menghemat banyak pengeluaran?","Menggunakan transportasi umum dibandingkan kendaraan pribadi",0
115,"Membuat rencana pembayaran utang dengan menetapkan prioritas pada utang dengan bunga tinggi terlebih dahulu.","Apa yang menetapkan prioritas pada utang dengan bunga tinggi terlebih dahulu?","Membuat rencana pembayaran utang",0
116,"Menghindari makan di luar terlalu sering bisa mengurangi pengeluaran bulanan secara signifikan.","Apa yang bisa mengurangi pengeluaran bulanan secara signifikan?","Menghindari makan di luar terlalu sering",0
117,"Menyimpan uang koin atau uang kecil setiap hari dapat terakumulasi menjadi jumlah yang besar seiring waktu.","Apa yang dapat terakumulasi menjadi jumlah yang besar seiring waktu?","Menyimpan uang koin atau uang kecil setiap hari",0
118,"Mengurangi penggunaan energi di rumah dapat menghemat biaya listrik bulanan.","Apa yang dapat menghemat biaya listrik bulanan?","Mengurangi penggunaan energi di rumah",0
119,"Membeli bahan makanan dalam jumlah besar dan memasak di rumah lebih ekonomis dibandingkan membeli makanan jadi.","Apa yang lebih ekonomis dibandingkan membeli makanan jadi?","Membeli bahan makanan dalam jumlah besar dan memasak di rumah",0
120,"Menggunakan program reward atau cashback kartu kredit dengan bijak dapat memberikan keuntungan tambahan.","Apa yang dapat memberikan keuntungan tambahan?","Menggunakan program reward atau cashback kartu kredit dengan bijak",0
121,"Mengatur ulang anggaran setiap bulan sesuai dengan perubahan kondisi keuangan dapat menjaga keseimbangan finansial.","Apa yang dapat menjaga keseimbangan finansial?","Mengatur ulang anggaran setiap bulan sesuai dengan perubahan kondisi keuangan",0
122,"Berinvestasi dalam aset yang menghasilkan pendapatan pasif dapat meningkatkan stabilitas keuangan jangka panjang.","Apa yang dapat meningkatkan stabilitas keuangan jangka panjang?","Berinvestasi dalam aset yang menghasilkan pendapatan pasif",0
123,"Memiliki asuransi jiwa dan kesehatan dapat memberikan perlindungan finansial bagi keluarga jika terjadi hal yang tidak diinginkan.","Apa yang dapat memberikan perlindungan finansial bagi keluarga jika terjadi hal yang tidak diinginkan?","Memiliki asuransi jiwa dan kesehatan",0
124,"Membuat jadwal pembayaran tagihan secara otomatis dapat menghindari keterlambatan dan denda.","Apa yang dapat menghindari keterlambatan dan denda?","Membuat jadwal pembayaran tagihan secara otomatis",0
125,"Menggunakan uang tunai daripada kartu kredit untuk pembelian kecil dapat membantu mengendalikan pengeluaran.","Apa yang dapat membantu mengendalikan pengeluaran?","Menggunakan uang tunai daripada kartu kredit untuk pembelian kecil",0
126,"Mengikuti prinsip pengelolaan uang 50/30/20 dapat membantu dalam pembagian pengeluaran, tabungan, dan investasi.","Apa yang dapat membantu dalam pembagian pengeluaran, tabungan, dan investasi?","Mengikuti prinsip pengelolaan uang 50/30/20",0
127,"Mengevaluasi dan membandingkan penawaran produk keuangan secara berkala dapat membantu memilih produk yang paling menguntungkan.","Apa yang dapat membantu memilih produk yang paling menguntungkan?","Mengevaluasi dan membandingkan penawaran produk keuangan secara berkala",0
128,"Menyusun rencana pensiun yang komprehensif sejak dini dapat memastikan kesejahteraan finansial di masa tua.","Apa yang dapat memastikan kesejahteraan finansial di masa tua?","Menyusun rencana pensiun yang komprehensif sejak dini",0
129,"Menggunakan aplikasi budgeting dapat membantu memantau pengeluaran dan membuat keputusan keuangan yang lebih baik.","Apa yang dapat membantu memantau pengeluaran dan membuat keputusan keuangan yang lebih baik?","Menggunakan aplikasi budgeting",0
130,"Menetapkan batas maksimal untuk pengeluaran hiburan bulanan dapat menjaga anggaran tetap seimbang.","Apa yang dapat menjaga anggaran tetap seimbang?","Menetapkan batas maksimal untuk pengeluaran hiburan bulanan",0
131,"Mengikuti tips dan saran dari ahli keuangan dapat meningkatkan keterampilan mengelola keuangan.","Apa yang dapat meningkatkan keterampilan mengelola keuangan?","Mengikuti tips dan saran dari ahli keuangan",0
132,"Berinvestasi dalam reksa dana atau saham dapat memberikan keuntungan yang lebih tinggi dibandingkan menabung di bank.","Apa yang dapat memberikan keuntungan yang lebih tinggi dibandingkan menabung di bank?","Berinvestasi dalam reksa dana atau saham",0
133,"Memiliki dana darurat yang cukup dapat membantu menghadapi situasi keuangan yang tidak terduga.","Apa yang dapat membantu menghadapi situasi keuangan yang tidak terduga?","Memiliki dana darurat yang cukup",0
134,"Menggunakan transportasi alternatif seperti bersepeda atau berjalan kaki dapat menghemat biaya transportasi.","Apa yang dapat menghemat biaya transportasi?","Menggunakan transportasi alternatif seperti bersepeda atau berjalan kaki",0
135,"Menghindari penggunaan kartu kredit untuk belanja bulanan dapat mengurangi risiko terjebak dalam utang.","Apa yang dapat mengurangi risiko terjebak dalam utang?","Menghindari penggunaan kartu kredit untuk belanja bulanan",0
136,"Menjual barang yang tidak lagi digunakan dapat menambah pemasukan tambahan.","Apa yang dapat menambah pemasukan tambahan?","Menjual barang yang tidak lagi digunakan",0
137,"Menyisihkan sebagian dari bonus atau pendapatan tak terduga untuk tabungan atau investasi.","Apa yang harus dilakukan dengan bonus atau pendapatan tak terduga?","Menyisihkan sebagian untuk tabungan atau investasi",13
138,"Mengatur pengeluaran berdasarkan prioritas dapat membantu dalam mencapai tujuan keuangan lebih cepat.","Apa yang dapat membantu dalam mencapai tujuan keuangan lebih cepat?","Mengatur pengeluaran berdasarkan prioritas",0
